id,Tweet_english,Cos_Sim
1556,"fall of freedom the voices of afghan women

watch newsepicentre with maryashakil at  pm only on cnnnews ",1
1557,"afghans protest against the taliban regime in the streets of kabul and jalalabad

 protestors were shot dead in j ",1
1558,"talibanapologistswithin  taliban apologists within bigger threat to bharat 

watch therightstand with ",1
1559,"aimplb backs the taliban urges india to have a dialogue with the taliban leader 

pranshumisraa with details

w ",1
1560,the us intelligence was assessing that it would take  days for the taliban to take over kabul peter bergen ,1
1561,"us troops withdrawn from afghanistan

was it a taint on bidens legacy

watch viewpoint with zakkajacob ",1
1562,"moderate taliban an oxymoron

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1563,"why are there taliban sympathisers in india

watch brasstacks with zakkajacob at  pm only on cnnnews ",1
1564,"fall of freedom the voices of afghan women

watch newsepicentre with maryashakil at  pm only on cnnnews ",1
1565,"fall of freedom the voices of afghan women

watch newsepicentre with maryashakil at  pm only on cnnnews ",1
1566,"moderate taliban an oxymoron

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1567,"what the taliban has done will inspire many other terror organisations livepathikrit security analyst

watch ",1
1568,former secretary mea and former ambassador pinakchakrvarty shares his views on the taliban imposing sharia law on ,1
1569,"talibanapologistswithin  taliban apologists within bigger threat to bharat 

watch therightstand with ",1
1570,"why are there taliban sympathisers in india

watch brasstacks with zakkajacob at  pm only on cnnnews ",1
1571,"afghanistan refugees hold protests in jangpura delhi against the taliban takeover

anshuls with details

watch ",1
1572,around  indians are stranded in different parts of kabul they are waiting for flights and assistance from indi ,1
1573,"moderate taliban an oxymoron

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1574,"talibanapologistswithin  taliban apologists within bigger threat to bharat 

watch therightstand with ",1
1575,"moderate taliban an oxymoron

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1576,breaking  afghanistan embassy in tajikistan urges interpol to arrest former afghan president ashraf ghani over al ,1
1577,"watch  new afghanistan under talibans rule

owners of beauty salons in kabul remove pictures of women with bla ",1
1578,"fall of freedom the voices of afghan women

watch newsepicentre with maryashakil at  pm only on cnnnews ",1
1579,pakistanbacked terror groups such as lashkaretaiba and jaishemuhammad are involved in looting common afghan po ,1
1580,"talibanapologistswithin  taliban apologists within bigger threat to bharat 

watch therightstand with ",1
1581,pakistan it is believed wants more camps of terror groups lashkar and jaish on afghan soil in the runup to fatf ,1
1582,"afghans resist the taliban regime

a group of afghan women held a protest march against the taliban in kabul

ex ",1
1583,"ashraf ghanis picture replaced with amrullah salehs picture in the afghan embassy in tajikistan

anchoranandn w ",1
1584,why is pr so important for the taliban     shubhajitroy journalist who has returned from kabul speaks to ridhimb ,1
1585,"shahfiqur barq sp mp says the taliban wants to free their country and run it 

aimplb spokesperson backs the tali ",1
1586,even before the talibans takeover afghanistan was one of the top source countries of refugees ,1
1587,the truth is that taliban is the one that completely destroyed the religion no one can justify what they have done ,1
1588,"aimplb leader maulana sajjad nomani lauds taliban

muslim law board leader said this is a victory of the downtrod ",1
1589,us president joe biden thinks that america should have been out of afghanistan a decade ago amcoren cnn corres ,1
1590,pakistan it is believed wants more camps of terror groups lashkar and jaish on afghan soil in the runup to fatf ,1
1591,"pm modi holds a highlevel meeting over the situation of indians stuck in afghanistan 

dr asif shah ahmed an ind ",1
1592,"dialogue with taliban doesnt amount to recognising them russian envoy clarifies

siddiquimaha

",1
1593,yogi adityanath government books samajwadi party mp shafiqur rahman barq for calling taliban freedom fighters ,1
1594,"exclusive groud report from the streets of kabul afghanistan where taliban fighters are seen 

join the broadcast ",1
1595,us president joe biden amp uk pm boris johnson will hold virtual g summit on the crisis in afghanistan ,1
1596,malala yousafzai noble laureate speaks to cnn over the crisis in afghanistan says i request countries to open th ,1
1597,"unhrc to hold a special session on the situation of afghanistan 

siddiquimaha shares details with jamwalnews ",1
1598,breaking  news agency afp reports that the us may continue diplomacy in afghanistan after aug  if safe state ,1
1599,"pm modi holds a key cabinet meet over the situation of indians stuck in afghanistan 

payalmehta shares detail ",1
1600,"taliban fighters enjoy amusement park rides after capturing kabul

",1
1601,"afghan patients in delhi anxious as crisis deepens in their country

",1
1602,as the taliban regime consolidates itself and becomes a regional player here are the four key takeaways from the s ,1
1603,"facebook designates taliban as terrorist group bans its content from platforms

",1
1604,"us failure in afghanistan is bigger than vietnam war loss  and this time the blame lies at bidens door

",1
1605,"rifle in hand taliban reporters ask locals if theyre happy under new rule

",1
1606,a video doing the rounds on twitter shows members of the taliban inside of what appears to be a gym trying out wei ,1
1607,held as prisoners of war by the us for  years the taliban five were longterm afghan detainees at guantanamo bay ,1
1608,explainer  over  trillion spent over  lakh dead what  years of fight with the taliban cost us afghanistan ,1
1609,"taliban fighters enjoy amusement park rides after capturing kabul

",1
1610,congress mp shashi tharoor shared a video of a group of taliban celebrating its victory in afghanistan in his twitt ,1
1611,"all afghans can apply no religionbased priority

amid kabul mayhem indias new eemergency visa ",1
1612,as the taliban regime consolidates itself and becomes a regional player the big question is what implications it w ,1
1613,afghanistans defiant vice president made one thing clear as the taliban seized control of the capital following th ,1
1614,"us president joe biden has ensured that every american will be evacuated from afghanistan

siddiquimaha shares de ",1
1615,an indian air force cj transport aircraft took off from kabul with over  indians the aircraft landed in taji ,1
1616,"watch  taliban open firing at kabul airport where evacuation operations are taking place

the us blocks all flig ",1
1617,"exclusive  pakistan to play a major role in taliban led government formation in afghanistan sources

shah mahmoo ",1
1618,"in  hardhitting photos afghan babies amp us troops describe the kabul mayhem triggered by taliban takeover

",1
1619,"cnn news exclusive  afghan uprising and taliban 

talks between abdullah abdullah and amrullah salleh are going ",1
1620,"lifting infant over wiretopped wall babies in arms viral footage of us marine captures kabul chaos

",1
1621,harrowing scenes were witnessed at the kabul airport where parents were seen tossing their kids over the razor barb ,1
1622,the restive situation in afghanistan has hit the textile industry in gujarats surat as payments to over  trader ,1
1623,"friday prayers quiet in kabul with no restrictions taliban unseen

",1
1624,sher mohammad abbas stanikzai one of the top  leaders of taliban was a part of the indian military academy in  ,1
1625,"taliban wont form govt in afghanistan until august  as per deal with us report

",1
1626,"for an afghan refugee in india no matter how much they talk about change the taliban dont speak the truth

",1
1627,while afghanistan descends into chaos the daughter of exiled president of the country mariam ghani was spotted t ,1
1628,"pakistan determined to play positive role in afghanistan foreign minister qureshi

",1
1629,"why the taliban desperately need pr this time something they hated in the s

santoshchaubeyy writes

",1
1630,"opinion taliban rule in afghanistan is not sharia if it doesnt engage with women minorities humanely

",1
1631,the images from kabul airport remind me of kandahar horror says devi sharan who was captain of the indian airli ,1
1632,"he sold my daughters married to a taliban fighter at  afghan refugee in delhi bares her wounded soul

",1
1633,"there is nothing called a good taliban

for an afghan refugee in india no matter how much they talk about chan ",1
1634,executive director learn afghanistan barakpashtana speaks to maryashakil on the situation of afghan and women und ,1
1635,breaking  the foreign ministers of nato met today to discuss the difficult situation in afghanistan listen to ,1
1636,"indias diplomatic dilemma recognise or reject taliban

 lt gen retd bs jaswal former army commander norther ",1
1637,"indias diplomatic dilemma recognise or reject taliban

the principal reason why weindia have problems with the ",1
1638,"indias diplomatic dilemma recognise or reject taliban

taliban stands for what the modi government does not stan ",1
1639,"indias diplomatic dilemma recognise or reject taliban

there are many countries in the world whose ideologies or ",1
1640,"indias diplomatic dilemma recognise or reject taliban

watch brasstacks with zakkajacob ",1
1641,"indias diplomatic dilemma recognise or reject taliban

live watch brasstacks with zakkajacob ",1
1642,newsalert  a meeting is underway at the white house over the evolving situation in afghanistan ,1
1643,"indias diplomatic dilemma recognise or reject taliban

watch brasstacks with zakkajacob at  pm only on cn ",1
1644,"indias diplomatic dilemma recognise or reject taliban

watch brasstacks with zakkajacob at  pm only on cn ",1
1645,afghanusdeal  it was totally wrong on the part of americans to have an afghan who has come and settled there to ,1
1646,"should the fall of afghanistan be blamed on afghan national army

watch newsdebrief with shreyadhoundial ",1
1647,"afghanusdeal  exclusive us insider sold afghanistan to paktaliban

watch therightstand with anchoranandn a ",1
1648,"women melt away from the streets of afghanistan

cnns clarissaward with a report

watch newsdebrief with ",1
1649,"is taliban  just an illusion 

the reality differs from the modern amp moderate taliban

watch newsdebrief wi ",1
1650,"the taliban leaders who now rule afghanistan 

who are they amp where do they come from

heres a report by ",1
1651,"taliban takes afghanistan  how did kabul fall

watch newsdebrief with shreyadhoundial ",1
1652,"talibans reign of terror 

an afghan woman who has been living in delhi for the last few months shahin mohammadi ",1
1653,"indias diplomatic dilemma recognise or reject taliban

watch brasstacks with zakkajacob at  pm only on cn ",1
1654,we are currently in the process of fund raising to raise money for the displaced people in afghanistan the situati ,1
1655,"talibans reign of terror 

listen in to what shahin mohammadi an afghan woman living in delhi for a few months ",1
1656,"fall of kabul rise of taliban

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1657,"afghanusdeal  exclusive us insider sold afghanistan to paktaliban

watch therightstand with anchoranandn a ",1
1658,"fall of kabul rise of taliban

watch newsdebrief with shreyadhoundial at  pm only on cnnnews ",1
1659,"indias diplomatic dilemma recognise or reject taliban

watch brasstacks with zakkajacob at  pm only on cn ",1
1660,"afghanusdeal  exclusive us insider sold afghanistan to paktaliban

watch therightstand with anchoranandn a ",1
1661,pakistan and iran host  of the afghan refugees registered since fleeing their homeland over the last decades he ,1
1662,taliban prepares to confront panjshir valley one of the last remaining hotbeds of resistance in afghanistan after ,1
1663,a twitter account dedicated to documenting resistance effort in panjshir valley said on sunday that the taliban wi ,1
1664,taliban en route panjshir valley the only province that has not been taken over and the last hotbed of resistance ,1
1665,"if the taliban launch fullscale attack on panjshir will the resistance hold 

heres what analysts say 

",1
1666,the talibans takeover of afghanistan has stoked an exodus of afghans as thousands were seen desperately trying to ,1
1667,"surats textile market takes a hit as the afghanistan crisis causes economic impact in india

davejanak with a r ",1
1668,"india continues the evacuation process from kabul 
a special airforce c globemaster carrying  passengers rea ",1
1669,union minister hardeep singh puri on sunday said the recent turmoil in afghanistan and troubles being faced by sikh ,1
1670,shah mehmood qureshis secret visit to kabul cancelled taliban is not seen to be in direct control of pakistan so ,1
1671,some of the indians stranded in afghanistan were first taken to tajikistan capital dushanbe from kabul on board a m ,1
1672,"india continues to evacuate its citizens from afghanistan doha amp dushanbe

wangunews with details ",1
1673,india on sunday evacuated  people including  indians from kabul in a military transport aircraft of the iaf ,1
1674,the economic impact of the talibans takeover in afghanistan has brought the textile industries in surat gujarat t ,1
1675,"pakistan foreign minister qureshi is likely to visit kabul

the fear pakistan should worry about is that they have ",1
1676,it is the fighting core of taliban but maintains operational autonomy and is said to share close ties with pakista ,1
1677,"indias mission evacuation for the people stranded in afghanistan 

wangunews amp shreyadhoundial share more de ",1
1678,"indians back from wartorn kabul via dushanbe

inside shots from igi airport

nikhillakhwani shares more detail ",1
1679,"taliban plans govt formation

it will take weeks to form a govt in afghanistan sources 

exclusive input ",1
1680,"pakistan to play a key role in building taliban regime sources

join the broadcast with jamwalnews ",1
1681,"indias mission evacuation

the air india flight carrying  indians has left from tajikistan for new delhi ",1
1682,"isi dg of pakistan meets taliban in kandahar afghanistan

isi chief prays with the taliban 

exclusive input ",1
1683,over the years taliban has often been a step ahead of the govt getting its message out with social media accounts ,1
1684,"states launch helplines appoint officers for evacuation of indians stranded in afghanistan

",1
1685,the afghan infant in the viral photo being lifted over barbed wire fence to us marines at kabul airport has been re ,1
1686,"shahjahanpur youth who had gone to afghanistan for job trapped after taliban takeover

",1
1687,"exiled afghanistan president ashraf ghanis brother reportedly extends support to the taliban

",1
1688,"in first fatwa taliban bans coeducation in afghanistan calls it root of all evils

",1
1689,"us embassy in kabul asks americans to not travel to airport due to potential security threat outside gates

",1
1690,"states launch helplines appoint officers for evacuation of indians stranded in afghanistan

",1
1691,"india will prioritise granting visas to civil society members opinion makers women activists from afghanistan

",1
1692,"not just women the taliban also hate school colleges and higher education

",1
1693,"viral footage shows an infant being lifted over barbed wire fence in afghanistan

",1
1694,cnn news accesses exclusive pictures of isi chief praying with taliban in kandhar pakistan will play a major rol ,1
1695,"pakistans hand in taliban regime  what should be indias next move

taliban will not resist pakistan as they kno ",1
1696,"pakistans hand in taliban regime  what should be indias next move

heres a look at a detailed view of the paki ",1
1697,"pakistans hand in taliban regime  what should be indias next move

watch brasstacks with siddiquimaha at  ",1
1698,china has sought to build ties with the taliban despite its own worries about the possible effect on what beijing s ,1
1699,"pakistans hand in taliban regime  what should be indias next move

watch brasstacks with siddiquimaha at  ",1
1700,"taliban building an organised terror hub

talibantakeover

watch therightperspective with anchoranandn at  ",1
1701,"talibantakeover  exclusive  taliban building an organised terror hub

watch therightperspective with ",1
1702,"taliban building an organised terror hub

talibantakeover

watch therightperspective with anchoranandn at  ",1
1703,"talibantakeover  exclusive  taliban building an organised terror hub

watch therightperspective with ",1
1704,"talibantakeover  exclusive  taliban building an organised terror hub

watch therightperspective with ",1
1705,"taliban building an organised terror hub

talibantakeover

watch therightperspective with anchoranandn at  ",1
1706,"pakistans hand in taliban regime  what should be indias next move

watch brasstacks with siddiquimaha at  ",1
1707,how did we get into the situation that we are in today the afghan government was completely excluded from the peac ,1
1708,"what are the challenges that biden administration is facing in evacuating americans from afghanistan

cnns ",1
1709,"after  weeks in afghanistan cnns clarissaward gets on an evacuation flight at the airport

heres a report on ",1
1710,us president joe biden amp uk pm boris johnson will hold a virtual g summit on the crisis in afghanistan ,1
1711,"will india engage with taliban

watch world with siddiquimaha ",1
1712,"afghanistan is in the throes of violence chaos and uncertainty as the taliban captures the country

watch ",1
1713,"world readies to deal with taliban  will insurgents be legitimised

watch world with siddiquimaha at  pm ",1
1714,"pakistans hand in taliban regime  what should be indias next move

watch brasstacks with siddiquimaha at  ",1
1715,"taliban building an organised terror hub

talibantakeover

watch therightperspective with anchoranandn at  ",1
1716,"talibantakeover  exclusive  taliban building an organised terror hub

watch therightperspective with ",1
1717,"world readies to deal with taliban  will insurgents be legitimised

watch world with siddiquimaha at  pm ",1
1718,"taliban building an organised terror hub

talibantakeover

watch therightperspective with anchoranandn at  ",1
1719,"pakistans hand in taliban regime  what should be indias next move

watch brasstacks with siddiquimaha at  ",1
1720,"talibantakeover  exclusive  taliban building an organised terror hub

watch therightperspective with ",1
1721,"world readies to deal with taliban  will insurgents be legitimised

watch world with siddiquimaha at  pm ",1
1722,reports suggest that former afghanistan president ashraf ghanis brother hashmat ghani has pledged allegiance to th ,1
1723,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

maheshinder singh grewal former minis ",1
1724,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob ",1
1725,"should caa be extended to recent afghanistan minority refugees

watch news with shivanigupta at  pm onl ",1
1726,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob at ",1
1727,"talibantakeover  can the afghan resistance take on the taliban

watch therightstand with shivanigupta at  ",1
1728,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob at ",1
1729,"should caa be extended to recent afghanistan minority refugees

watch news with shivanigupta at  pm onl ",1
1730,"panjshirvalley on taliban target hundreds of fighters out to capture valley of resistance

wangunews shares ",1
1731,"should caa be extended to recent afghanistan minority refugees

watch news with shivanigupta at  pm onl ",1
1732,"talibantakeover  can the afghan resistance take on the taliban

watch therightstand with shivanigupta at  ",1
1733,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob at ",1
1734,exclusive  anarkali kaur afghan mp in a conversation with shivanigupta thanks pm narendra modi for her evacua ,1
1735,"cnn news exclusive  taliban to blacklist all govt employees who worked with ghani

exclusive input ",1
1736,"should caa be extended to recent afghanistan minority refugees

watch news with shivanigupta at  pm onl ",1
1737,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob at ",1
1738,"centre calls allparty meet to discuss afghanistan crisis indias stance on thursday

",1
1739,"a rally was organised by taliban supporters in pok

exclusive input manojkumargupta

anchoranandn shares deta ",1
1740,"talibantakeover  can the afghan resistance take on the taliban

watch therightstand with shivanigupta at  ",1
1741,"top government sources tell cnnnews that govt has made a priority list for evacuation 

government is clear to ",1
1742,"should caa be extended to recent afghanistan minority refugees

watch news with shivanigupta at  pm onl ",1
1743,"navjot singh sidhus aides insult sikhs in afghanistan does he endorse it

watch viewpoint with zakkajacob at ",1
1744,"talibantakeover  can the afghan resistance take on the taliban

watch therightstand with shivanigupta at  ",1
1745,the taliban warned that there would be consequences if the biden administration delayed the withdrawal of us troo ,1
1746,external affairs minister dr s jaishankar in a tweet said in view of developments in afghanistan pm modi  has ,1
1747,"breaking   taliban at the panjshir gates says enemy under siege

amrullah saleh vs taliban

siddiquimaha share ",1
1748,tamal bhattacharya a high school science teacher in kabul who was evacuated and reached india early this morning s ,1
1749,"breaking   afghan citizens who are hindu amp sikhs have been evacuated

kabulcrisis

 wangunews shares deta ",1
1750,union minister hardeep singh puri said the recent turmoil in afghanistan and troubles being faced by sikhs and hind ,1
1751,"indias mission kabul nearly  indians were brought back to safety

siddiquimaha shares details ",1
1752,"indias mission kabul indians brought back to safety

anvitsrivastava shares details ",1
1753," people evacuated from kabul reach delhi 

live updates 

",1
1754,"breaking  heavy resistance offered by former vice president amrullah saleh against the taliban

exclusive input ",1
1755,vistara and indigo flights from kabul landed at the indira gandhi international igi airport as part of an evacuat ,1
1756,the panjshir valley remains the last area of afghanistan standing strong against the taliban this province will se ,1
1757,"panjshir on taliban target hundreds of fighters out to capture valley of resistance

talibans 

siddiquimaha ",1
1758,breaking  as the situation continues to deteriorate in afghanistan india to continue to bring back more indian n ,1
1759,"ten girls from afghan robotics team were rescued out of the country after a us woman took the initiative

",1
1760,afghanistans biggest pop star aryana sayeed recently shared on social media that she has evacuated out of kabul on ,1
1761,the taliban recreated the famous world war ii photo of us marines raising the flag on the island of iwo jima while ,1
1762,here is a list of oic countries who have taken side on taliban or extended help in the refugee crisis emerging from ,1
1763,the taliban takeover in afghanistan and its aftermath have driven up prices of dry fruits at markets in kolkata and ,1
1764,"as china pakistan weigh recognising taliban experts warn longterm losses us ire

",1
1765,soccer officials are liaising with governments to try to evacuate players from afghanistan after the taliban regain ,1
1766,union health minister mansukh mandaviya announced vaccinating afghanistan returnees against polio for free as a pre ,1
1767,"afghan sikhs praise pm modi for getting them out of the warzone

shreyadhoundial shares more details with ",1
1768,afghanistans biggest pop star aryana sayeed recently shared on social media that she has evacuated out of kabul on ,1
1769,"ten girls from afghan robotics team were rescued out of the country after a us woman took the initiative

",1
1770,"maj gen retd kk sinha generalkksinha defence analyst on pakistan used as a support base by the taliban

join ",1
1771,"salehonnews  key takeaways of the amrullah saleh interview

pakistan was used as a support base by the taliban ",1
1772,exclusive  watch afghanistan acting president amrullah saleh amrullahsaleh in conversation with ,1
1773,"india makes evisa mandatory for afghan nationals 

heres all you need to know 

",1
1774,we were concerned about how terrorist activity from afghanistan could overflow into india amp so to that extent our ,1
1775,the west did betray afghanistan its government amp its people ambvprakash former diplomat tells shreyadhoundial ,1
1776,salehonnews  it wasnt the taliban who won this war it was the lack of a political win in washington that led ,1
1777,salehonnews  the key takeaways world exclusive interview with amrullah saleh acting president of afghanistan ,1
1778,salehonnews  it wasnt the taliban who won this war it was the lack of a political win in washington that led ,1
1779,"the taliban takeover

sonia sarkar a kabul returnee shares her experience with aparnabose 

join the broadcast w ",1
1780,its very clear that the taliban were never under pressure they used pakistan as their support base amrullah sale ,1
1781,as the insurgents continue their rampage in the wartorn country amrullah saleh acting president of afghanistan s ,1
1782,"was the withdrawal of the troop from afghanistan a us miscalculation

talibans afghanistancrisis ",1
1783,salehonnews  amrullah saleh acting president of afghanistan told cnn news more money the us paid for coope ,1
1784,"megaexclusive  amrullah saleh acting president of afghanistan speaks to cnnnews

who is to be blamed for the ",1
1785,salehonnews  amrullah saleh acting president of afghanistan told cnn news pakistan was at the talibans se ,1
1786,afghanistans acting president amrullah saleh has put a brave front so far as the taliban take over the country ,1
1787,"the man defying taliban amrullah saleh acting president afghanistan

heres a look at why salehs hatred towards ",1
1788,breaking  exclusive  taliban used pakistan as a support base the whole of pakistan was in the service of the t ,1
1789,"taliban warns the us says no extension of the deadline for us troops in afghanistan

siddiquimaha shares detail ",1
1790,meet crystal bayat the yearold afghan graduate from delhi university leading the fight against taliban for wo ,1
1791,international paralympic committee decided to include the afghanistan flag in the opening ceremony to show solidari ,1
1792,"more than  us passport holders plus families evacuated from afghanistan state dept official

",1
1793,amid fear for life of afghan sportswomen the australian government evacuated them from the country that is now und ,1
1794,"the world health organization who has said that it only has enough supplies in afghanistan to last for a week

",1
1795,"us prez biden decides to stick to aug  afghanistan withdrawal deadline

praveenswami with more insights 

watch ",1
1796,rawalpindi shura a reference to the headquarters of isi has got taliban in its hold we have to maintain strategi ,1
1797,"hall of fame afghan war zones

neelabhtoons ",1
1798,"taliban says there will be no extension given to the us forces in afghanistan after august  

taliban see ",1
1799,"where is hibatullah akhunzada the taliban supreme leader 

akhunzada is possibly kidnapped or even killed by isi ",1
1800,"afghan minorities at risk

heres a report by rajivjournalist 

watch newsdebrief with shreyadhoundial ",1
1801,"afghanistancrisis  the afghanistan escape mission for humanity

watch therightstand with anchoranandn at  ",1
1802,a day after promising peace taliban reportedly begins public executions bloodcurdling brutality allegedly on d ,1
1803,a day after promising peace taliban reportedly begins public executions bloodcurdling brutality allegedly on d ,1
1804,a day after promising peace taliban reportedly begins public executions bloodcurdling brutality allegedly on d ,1
1805,breaking  times now accesses details of indias rescue ops in afghanistan taliban tried to block indian entourag ,1
1806,indian govt was the st to approach the un amp asked unsc head to address the members on the situation in afghanistan ,1
1807,watch  peace partys faiz ahmed faizi evades answering rahul shivshankars direct questions about taliban  ind ,1
1808,this is not the proper time to criticize or to appease taliban let the govt of india clear its stand ,1
1809,there is a bunch of people within the muslim community who actually admire these guys taliban and idolize them ,1
1810,exclusive  i follow islam from quran not what al qaeda says marziababakarkh former judge afghanistan tells r ,1
1811,exclusive  sometimes islam is used as a weapon to force or scare people this is the problem in afghanistan amp s ,1
1812,exclusive  soon there will be a big movement in afghanistan everybody loves their country but people are leavi ,1
1813,exclusive  i left my country at the age of  because of taliban i lost everything i had in my life ,1
1814,exclusive  taliban will never ever change i have experience when they were in power in aghanistan they are a ,1
1815,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1816,a day after promising peace taliban reportedly begins public executions bloodcurdling brutality allegedly on d ,1
1817,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1818,up next  taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out ,1
1819,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1820,i am not supporting taliban as an indian i believe we should wait to see what step the govt of india is going to ,1
1821,what is happening in afghanistan is shocking amp what is more shocking is that people are saluting them taliban in ,1
1822,taliban themselves are condemning their acts taliban itself issued a decree in this regard adv mujeeb ur rehman ,1
1823,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1824,priyankac newsalert  aimplb releases a statement on talibantakeover saying it will not condemn taliban ,1
1825,newsalert  we are deeply worried about afghan women amp girls their rights to education work amp freedom of movemen ,1
1826,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1827,update  united arab emirates foreign affairs ministry  releases statement confirming afghanistan president ,1
1828,within  hours of farce peace vow by taliban terror unspools in streets of kabul as reports suggest of public ,1
1829,exclusive  there has been no information yet about gois stand on afghanistan salmankhurshid former externa ,1
1830,exclusive  so many of us are in fear of taliban the announcement they recently made calmed us a little bit but ,1
1831,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1832,"the story of the complicated midnight evacuation of  indian diplomats and nationals from afghanistan

",1
1833,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1834,within  hours of farce peace vow by taliban terror unspools in streets of kabul as reports suggest of public ,1
1835,"taliban turn stadia into killing fields  shocking videos purportedly of islamist barbarity are out

ghazwa ",1
1836,"taliban turn stadiaintokilling fields  shocking videos purportedly of islamist barbarity are out

ghazwae ",1
1837,radicals have taken over afghanistan drgeetabhatt academician tells madhavdas g on explosive exclusive  ,1
1838,"indiavsislamisthate  future of afghan cadets at nda ima uncertain after taliban takes over kabul

report by sr ",1
1839,what is indias stand toward afghanistan  shahidaliadv advocate tells madhavdas g on explosive exclusive  ,1
1840,"indiavsislamisthate  is afghanistan hub of islamist terror 
unsc report validate indias statement

pradee ",1
1841,"indiavsislamisthate  hear out the cries of alleged taliban victims at kabulairport 

disclaimer viral video ",1
1842,indiavsislamisthate  times nows harsha speaks to afghan refugees staying in india they express their views abo ,1
1843,"newsalert   afghan commanders reportedly executed under the taliban rule execution in full public view   

pr ",1
1844,"newsalert   afghan commanders reportedly executed under the taliban rule execution in full public view   

pr ",1
1845,afghanistan next hub of islamist terror  un report validates indias assessment ghazwaehind is allegedly tali ,1
1846,"indians back on taliban radar picture proof of threat out 
 indians in tense standoff locked inside office b ",1
1847,"indians back on taliban radar picture proof of threat out 
 indians in tense standoff locked inside office b ",1
1848,"indiavsislamisthate  over  stranded indians who work in a kabul firm send sos seeking gois help 

times no ",1
1849,"indians back on taliban radar picture proof of threat out 
 indians in tense standoff locked inside office b ",1
1850,"indiavsislamisthate  over  stranded indians who work in a kabul firm send sos seeking gois help 

times no ",1
1851,"indiavsislamisthate  over  stranded indians who work in a kabul firm send sos seeking gois help 

times no ",1
1852,"reoprt  evacuations from afghanistan gather momentum as taliban promise peace

",1
1853,"indians back on taliban radar picture proof of threat out 
 indians in tense standoff locked inside office b ",1
1854,coming up  indians are reportedly back on taliban radar  indians in a tense standoff allegedly locked inside ,1
1855,"indians back on taliban radar picture proof of threat out 
 indians in tense standoff locked inside office b ",1
1856,newsalert  reports afghan embassy in tajikistan asks interpol police to detain ashrafghani on charges of steal ,1
1857,"zabihullah mujahid mystery taliban man comes out in open once bloodthirsty now wants no enemies

",1
1858,newsalert  security agencies across the world raise alert over taliban take over of afghanistan they also point ,1
1859,"human remains found in wheel well of us military plane from kabul

",1
1860,"aimplb member sajjad nomani reportedly praises the taliban for its successful capture of afghanistan

 salut ",1
1861,newsalert  afghanistan  people reportedly killed and  injured in jalalabad firing more details awaited ,1
1862,taliban fighters reportedly open fire at protestors in afghanistans jalalabad city carrying afghan national flag ,1
1863,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1864,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1865,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1866,"newsalert  pakistan foreign minister shah mehmood qureshi to go to kabul as state guest

srinjoy with analysis ",1
1867,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1868,"newsalert  iaf c took off from kabul with over  stranded indians

srinjoy with details ",1
1869,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1870,"afghanistan armed rebels kill  taliban fighters recapture three districts

",1
1871,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
1872,"us president pins all the blame for the abdication on his afghan partners 

rahul shivshankar is joined by p micha ",1
1873,watch  afghanistan diplomat mohammad zahir aghbar speaks to times nows pranesh kumar roy he claims president ,1
1874,report kabul evacuation among most difficult ever cannot guarantee outcomewe will get americans home ,1
1875,"watch  dr mohammad asif shah stranded in kabul speaks on the situation amp seeks support

times nows rakesh wit ",1
1876,exclusive breaking  afghan national who worked for nato forces sends sos this is the st interview confirmi ,1
1877,america leaves afghanistan to islamists us president pins all the blame for the abdication on his afghan partners ,1
